,Cleaned Data
923,there was nothing left for marsac but the newspaper which fontaine had dropped
924,he took it and for half anpg 165 hour no sound was heard except the rattle of the sheets as they were turned
925,delphine stitched in silent anger and disappointment
926,it seemed fated that all the persons whom marsac and fontaine particularly did not wish to see at m
927,duvals house should turn up that morning for within five minutes of marsacs and delphines latest misunderstanding footman appeared to announce another startling arrival
928,the man usually maintained the stolid countenance of his tribe but on this occasion he wore grin like rattrap
929,msieu marsac he said almost laughing in marsacs gloomy face heres person a lady if you please proclaimed loud voice as madame schmid marched in shoving the footman unceremoniously out of the way
930,poor marsacs nerves were sufficiently unstrung by uncle maurices arrival and madame schmids seemedpg 166 likely to finish him
931,but she was such goodhearted creature and in spite of having figuratively dragged fontaine and himself around by the hair of their heads had washed and scrubbed for them so faithfully that marsac could not find it in his heart to receive her coldly
932,as for madame schmid marsacs delightful impudence had won its way into her honest heart and she had come to do him great service
933,her errand not being professional one she wore gorgeous red bonnet all flowers green mantle all spangles purple gown all stripes and with yellow parasol looked something like bird of paradise
934,here you are she cried broad smile on her handsome face
935,just as impudent as ever i warrant
936,if i get out of this room without being kissed delphine looking on in amazement became pale at this while marsac turned blue in the face
937,pg 167 i perceive i am in the way murmured delphine in scarcely audible voice and made for the door
938,mademoisellei implore marsac got this far when delphine slammed the door in his face
939,is the young lady jealous asked madame schmid delightedly
940,i am afraid not was marsacs dejected reply
941,well msieu began madame schmid with an air of importance i have come to tell you and that pretty boy fontaine something you will like to hear
942,in the first place madame fleury is coming here this morning charming
943,ha
944,ha
945,fontaine will be rapturously happy wait minute
946,dont laugh in that dismal manner
947,she is determined of course to marry m
948,duval but she thinks by coming to this house she can force fontaine to give her money rather than betray her presence to his fiance
949,well i found this outnopg 168 matter howand i said this morning to fleury to fleury to fleury
950,he is no more dead than you or i
951,he has been living at my house for month past
952,i said i wont keep your secret any longer
953,ill tell your wife that you are alive oh he cried like baby at that marsac seized her hands and could only cry breathlessly go on
954,go on it was this way
955,about month ago fleury came walking into my place and asked for lodgings
956,i said why you were drowned he said i wasnt i said your wife thinks so he said i hope she will keep on thinking so i hadnt the heart to betray the poor creature so i said nothing until i heard about this new move of his wifes but then i determined to tell you and i have him around the corner in wineshop where he is crying and drinking and you must come with me pg 169 two minutes later delphine saw from an upper window madame schmid parading down the street with marsac gallantly holding the yellow parasol over her red bonnet and attending her as if she were duchess
957,that then was the woman marsac loved
958,delphine pale and agonised returned to the drawingroom
959,there came rustle of draperies from the conservatory and claire flitted in with fontaine
960,one look at their happy faces told that uncle maurices fortune had made no in their love affair
961,what do you think delphine asked claire with her hand still lying in fontainesthis foolish boy has not fortune after all and he has known it for some time and dared not tell me
962,it seems that when the report of his uncle maurices death came some one started the story in the newspapers about the fortune andpg 170 auguste did not have the nerve to contradict it
963,besides it might have been true for he had an uncle maurice in america
964,and this very morning uncle maurice arrived in paris and was directed here to find auguste
965,and auguste says the old man looks very poor and friendless but cheery and glad to get back to france and dear kind monsieur marsac was so good to the old man and made auguste kind to him too
966,so he has gone to their apartment to make ready to come and see us
967,i shall be just as nice to him as i can be and i shall make papa be the same claire you have the dearest heart in the world burst out delphine generously forgetting her own misery and i love and respect you the more for not caring whether auguste has fortune or not but with his talents answered claire proudly  fortune will be his
968,we can live well enough on his picturespg 171 his plays and his articles in the newspapers fontaines effort at cheerful grin when this was said was piteous to behold
969,just then the footman again entered and handed him card
970,one look was enough
971,it is madame fleury he cried
972,dont let her up but he was too late
973,madame fleury walked into the drawingroom on the heels of her messenger and said to the servant in an authoritative manner take my card to monsieur duval never had the gentle claire showed haughtiness to any human creature before but when face to face with madame fleury she drew her slight up and in tone of quiet disdain said i think madame that imy fathers daughterhave some rights in this house and i forbid my servant to take your card and i think suavely repliedpg 172 madame fleury that your father master of his house has some rights here too so a look at the footman finished the sentence
974,the man went out with the card
975,claire with heightened colour turned to delphine saying shall we withdraw by no means answered delphine coolly that would indeed be surrender they both therefore stood their ground
976,fontaine who was glad to keep out of the mle had prudently kept in the background during this but madame fleury would not let him rest there
977,monsieur fontaine she asked in her smoothest voice do you remember certain document which we both signed referring to the 15th of may i do to my eternal sorrow was fontaines reply but before he could say anything more monsieur duval bustled in looking flurried nervouspg 173 but elated with the elation of stupid old man who finds himself an object of interest to handsome young woman
978,good morning madame he cried
979,i am delighted to see you it is more than your daughter and niece were answered madame fleury smiling
980,how is this sternly asked monsieur duval wheeling around upon the two girls
981,claire who dearly loved her father could not utter word but delphine was equal to the situation
982,of course we were not delighted to see her and unclepardon mebut man of your age should know better monsieur duval interrupted madame fleury your age is one of your greatest charms in my eyes and yet coolly continued delphine monsieur fontaines youth was no objection to him
983,anything between the cradle and the grave seems to suit thisperson pg 174 monsieur duval felt called upon to say reprovingly delphine but the next moment he weakened and muttered i wish marsac were here
984,he is the only one that can manage all of you i wish he were too said madame fleury
985,i was just speaking of valuable paper i took with me to passy that evening i was there
986,by an unfortunate oversight on my part monsieur marsac got hold of it and tore it into bits which he afterward tried to burn up
987,i saved the scraps but i was not able to put the charred pieces together
988,therefore i gave an expert one hundred and fifty francs to restore it
989,he has just returned it to me and i have not yet had chance to open it but i will do it now and i would like monsieur marsac to see how much cleverer i am than he is madame fleury produced an envelope from her cardcase tore it open and then stood petrified for moment 175 whyit isit is she stammered
990,a bill of landais the tailor maliciously put in fontaine
991,that is what he tore up and what you paid one hundred and fifty francs to have restored delphine chimed in
992,madame fleury said fontaine determinedly i have put up with this hounding of me as long as i intend to 176 i shall today report it to the police and ask protection instead of flying into rage at this madame fleury executed masterly coup
993,pressing her handkerchief to her eyes she almost fell upon old duvals shoulder crying monsieur duval will you stand by and see me so affronted no madame fleury sturdily answered monsieur duval with his arm half round her waist
994,never mind madame fleury
995,if he reports you to the police madame fleury he will have to reckon with me madame fleury
996,i know im old enough to be your father but if youll marry me madame fleury youll find me great improvement on that rascally count you married first and you may be madame duval any day you like at this faint shriek burst from the two girls and fontaine who had not dreamed the old man capable of such folly couldnt repress an exclamation 177 however he took claires hand and said to her tenderly well my dear one the only thing for you to do now is to trust me and become my wife at the earliest moment possible claire felt at that moment as if she had but one earthly dependence she clung to fontaine and weeping said i will marry you whenever you like for i cannot and never will countenance my fathers marriage to this creature and even i would marry to escape living with this woman said delphine in much agitation
997,i would marry monsieur marsac or commit suicide even rather than live in the house with her delphine was scarcely conscious of what she said but gleam of wicked amusement in madame fleurys eyes showed her that she had made dangerous slip
998,pg 178 steps were heard outside in the hall as if of three or even four persons but when the door opened only marsac entered
999,he wore look of jaunty expectation which seemed only to be increased by the startling spectacle before himmadame fleury holding on to monsieur duvals arm the old man puffing blowing smiling and frowning with alternate spasms of rage and delight claire clinging to fontaine and in great distress while delphine pale and defiant stood alone in the centre of the group
1000,it was one of the most delicious moments of madame fleurys life
1001,when marsac raising his eyebrows inquired what is this i see madame fleury cut in before even monsieur duval could reply you see the betrothal between monsieur duval and me marsacs wide handsome mouth came open as if it were on hinges
1002,his enjoyment of the situation seemedpg 179 intense and fontaine claire and delphine were all astounded at his heartless amusement over catastrophe so ruinous to all of them
1003,he only said with grin after surveying the scene for minute or two and are you quite certain madame of carrying out your plan perfectly certain responded monsieur duval pompously and she will find her good old duval better husband than that rascally count she married first and buried afterward but did she bury him asked marsac and paused to get the whole effect of this
1004,it was magical on madame fleury
1005,she clenched her teeth her eyes flashed fire but she held on stoutly to monsieur duval who grew white about the chops
1006,marsac after coolly surveying his audience announced i have the honour of presenting to you madame fleurys husband with that he threw the door openpg 180 with grand flourish and in walked one of the most weazened cadaverous little men who ever stepped and behind him madame schmids rubicund countenance and rotund 
1007,madame fleury could not repress cry of rage and monsieur duval dropped her arm as if it was redhot
1008,fleury who seemed not at all abashed by his surroundings looked calmly about
1009,monsieur duval was the first to recover his voice and his disgusted exclamation was that creature count i did not say he was count corrected marsac
1010,i merely said by way of making things agreeable that madame fleury was countess madame fleurys reply to this was one word uttered in tone of concentrated hatred wretch is that all the thanks i get for restoring to you your longlost husbandpg 181 said marsac in an injured voice
1011,oh the ingratitude that is in this world fleury meanwhile seemed determined to assert himself
1012,im not count he said and that lady yonder indicating madame fleury always turned up her nose at me but i am not as insignificant as she would have you believe
1013,i have standing offer from the medical school of seventyfive francs for my skeleton as soon as i peg out i wish it were available at this moment cried madame fleury
1014,there said fleury i knew she wouldnt be glad to see me and i told this gentleman so
1015,but i dont know that i am very glad to see her
1016,i havent had so peaceable and quiet time since i was married as when i was dead here madame schmid was bound to be heard i said to fleury said i hold said old duval advancingpg 182 i know this person
1017,it is the baroness schmid baroness schmid
1018,comte de fleury
1019,oh this is too comical screamed madame schmid laughing
1020,who wanted to marry monsieur fontaine continued old duval determinedly
1021,no no cried delphine almost beside herself with jealousy
1022,she wants to marry monsieur marsac i want to marry that pretty boy fontaine bawled madame schmid finding her voice
1023,i want to marry msieu marsac
1024,i want their washing thats all
1025,im washerwoman ladies and gentlemen implored marsac all can be explained at future day but the fact remains that this is monsieur fleury old duvals face was study during this and he began to stammer iidont think we can be married madame the hopelessness of her situationpg 183 was plain to madame fleury
1026,she prepared to depart from the house she had intended to preside over
1027,she gave glance of speechless contempt around the circle including every member of it and ending at fontaine who had taken no part in the dnouement but had watched it in amazed but delighted silence
1028,monsieur duval she said in hard voice i am truly sorry i cannot marry you
1029,as for monsieur fontaine i would only have married him for lack of something better
1030,the indignation of the two young ladies against me seemed wholly devised to marry themselves off
1031,mademoiselle claire at once announced her willingness to marry monsieur fontaine while mademoiselle delphine took occasion to say that she would marry monsieur marsac or commit suicideeach terrible alternative
1032,for monsieur marsac i can say that he has concocted and conducted the most extraordinarypg 184 fraud ever perpetrated upon you
1033,i am firmly convinced there never was an uncle maurice and the story of his death and his fortune was pure invention of marsacs from beginning to end the story of his death i grant you i was mistaken about blandly responded marsac but as to there being an uncle maurice marsac stepped to the door opened it and uncle maurice evidently bubbling over with delight entered still holding on to the seedy old bag
1034,allow me said marsac with low bow to present to you all ladies and gentlemen monsieur maurice fontaine late of new york and from henceforth from paris madame fleury seemed literally stunned by the sight of the little old man who without noticing the sensation made by his appearance went all round the circle shaking hands not forgetting madame fleury who gavepg 185 him her hand like woman in nightmare and then he asked where is my little niece claire ran up to him looked smilingly into his face and said here i am uncle maurice the old mans gratification was touching
1035,he kissed her cheek he patted her hair and stroked her hand again and again but he never let go of his bag
1036,monsieur duval gazed mechanically at uncle maurice while delphines cordiality was second only to claires
1037,ah cried uncle maurice beginning and shaking hands all round for the second time you cant imagine how kindly i was received by these two fine fellows
1038,they didnt mind my shabby clothes they treated me nobly
1039,i shant forget it my lads madame fleury at this found her tongue
1040,he doesnt look as if his acquaintance would be much of anpg 186 acquisition to his family she said scornfully
1041,eh asked uncle maurice and he seemed stung by her remark
1042,well he continued with an unexpected twinkle in his eyes thats as may be
1043,i have in this bag million francs worth of united states government bonds part of what i made in that noble country
1044,i intended some of it for my nephew provided he received me kindly
1045,i am proud and happy to say he did so when he thought i hadnt decent coat to my back so ill give himlet me seei might as well do the thing handsomelyhalf million francs so he can get married he opened the bag and took out parcel
1046,monsieur duval you are man of affairs you know what these are the sight of the securities seemed to wake monsieur duval up
1047,he examined the parcel carefully while fontaine brokenly expressed his thankspg 187 and claire kissed the old man with tears in her eyes
1048,and auguste she cried generously monsieur marsac must share in our good fortune you know he has shared everything with you indeed he shall replied fontaine clasping marsacs hand
1049,perhaps you dont know said madame fleury to uncle maurice stopping in somewhat precipitate flight toward the door that it was that marsac who started the story of your giving fontaine fortune did you thenha
1050,ha uncle maurice seemed tickled at the idea
1051,yes replied marsac modestly when it was reported that you were dead i determined to give fontaine every franc of your fortune and i gave you sir very good character besides
1052,i endowed you with every virtue of man and gentleman and it seems i was clairvoyant uncle maurice laughed excessivelypg 188 at this and handing smaller roll out of the old bag to marsac he said well i would like to have you for nephew too for you were no less kind than my nephew and with less obligation so there is hundred thousand francs for you mere nestegg
1053,a fellow as clever as you can always make his way in the world marsac was overwhelmed by the old mans generosity and the silence as he stood grasping uncle maurices hand was only broken by the slamming of the door as madame fleury rushed out dragging the unhappy fleury after her
1054,as monsieur duval watched her exit he said slowly perhaps it is better after all that i am not in fleurys shoes a great deal better remarked uncle maurice solemnly shes too much for you monsieur duval this great truth seemed to strikepg 189 the old brewer with much force the more so when madame schmid said pointing after fleurys departing  that man weighed near two hundred pounds when he married that woman and i believe he has lost not less than pound day since that time and you see what he is now
1055,well i must be going
1056,msieu marsac when you and that pretty young ladypointing to delphineare married please to give me your washing
1057,the same to you msieu fontaine and your young lady marsac was so embarrassed by this speech that he remained perfectly silent but fontaine escorted madame schmid to the door with profuse thanks
1058,old duval still seemed dazed about the dead and the living uncle maurice
1059,at every mention of the suppositious uncle maurice the real one would shake with merriment
1060,so monsieur marsac made up the yarn said monsieur duval dubiously
1061,pg 190 the noble romance you mean replied marsac
1062,my invention of uncle maurice ranks with orestes with pantagruel with don quixote with all those splendid creations of the imagination that are as real to us as you sir are to uncle maurice
1063,i endowed you with every virtue and i find happily that i have only done you justice marsac folded his arms and assumed look of triumphant virtue
1064,what clever fellow
1065,what very clever fellow chuckled uncle maurice delightedly
1066,and i also invented two other rich uncles and an aged and decrepit auntall of whom were to make fontaine their heir added marsac at which uncle maurice nearly went into convulsions of enjoyment
1067,i used to think said monsieur duval that monsieur marsac with his plays and his paintpots and hispg 191 writing and his fiddling was great fool but i have changed my opinion a thousand thanks replied marsac with dignitynot only for myself but for all the other fools who write or paint or fiddle and thereby add to the gaiety of nations well well well said monsieur duval hastily let us sit down and talk things over so he and uncle maurice and fontaine and claire formed group and sat down
1068,delphine who had taken but little part in the proceedings but whose heart had swelled at marsacs triumph walked toward the embrasure of window
1069,marsac followed her
1070,the curtain fell behind them and they were as much alone as if in another room
1071,outside the window the fountains plashed in the may air the day was all blue and gold
1072,the trees in the luxembourg gardens rustled softly it was day for making love
1073,presently marsac spoke timidlypg 192 mademoiselle i recall some words of that shedevil madame fleury
1074,she said you had declared you would commit suicide orormarry me iftell me what did you mean just what i said answered delphine with beautiful blush
1075,did you mean that either fate was equally dreadful no or perhaps thati have second thought but i am afraid to mention it second thoughts are always best demurely replied delphine
1076,and then there was scene that would have broken the heart of platonist
1077,a few murmured words handclaspand delphine lay in marsacs arms
1078,a bird was singing in tree outside the window and bird also sang in their two happy hearts
1079,so deep was their ecstasy that they did not hear steps approach nor the curtain softly drawn and they werepg 193 wakened from their dream in paradise by shout of laughter
1080,fontaine and claire uncle maurice and monsieur duval were laughing uproariously and gazing at the two apostles of platonic love the relentless enemies of matrimonymarsac with his arm round delphines waist and his handsome almost touching her bright hair
1081,old duval grunted out one word plato let plato go to the devil cried marsac
1082,if ever i meet the old scoundrel on the other side of the styx i promise to kick him all over the lower regions for having deprived me for one hour of the sweet knowledge of delphines love hurrah cried uncle maurice
1083,to perdition with the rascal plato he is there already i hope shouted fontaine dancing in his delight
1084,hurrah
1085,hurrah
1086,hurrah
1087,marsac loves and is beloved pg 194 and i can tell you one thing interrupted monsieur duval with ponderous solemnity that marsac is not such fool after all  end of the project gutenberg ebook the sprightly romance of marsac  updated editions will replace the previous onethe old editions will be renamed
1088,creating the works from print editions not protected by u copyright law means that no one owns united states copyright in these works so the foundation and you can copy and distribute it in the united states without permission and without paying copyright royalties
1089,special rules set forth in the general terms of use part of this license apply to copying and distributing project gutenberg electronic works to protect the project gutenberg concept and trademark
1090,project gutenberg is registered trademark and may not be used if you charge for an ebook except by following the terms of the trademark license including paying royalties for use of the project gutenberg trademark
1091,if you do not charge anything for copies of this ebook complying with the trademark license is very easy
1092,you may use this ebook for nearly any purpose such as creation of derivative works reports performances and research
1093,project gutenberg ebooks may be modified and printed and given awayyou may do practically anything in the united states with ebooks not protected by u copyright law
1094,redistribution is subject to the trademark license especially commercial redistribution
1095,start full license the full project gutenberg license please read this before you distribute or use this work to protect the project gutenberg mission of promoting the free distribution of electronic works by using or distributing this work or any other work associated in any way with the phrase project gutenberg you agree to comply with all the terms of the full project gutenberg license available with this file or online at www section 1
1096,general terms of use and redistributing project gutenberg electronic works 1 by reading or using any part of this project gutenberg electronic work you indicate that you have read understand agree to and accept all the terms of this license and intellectual property trademarkcopyright agreement
1097,if you do not agree to abide by all the terms of this agreement you must cease using and return or destroy all copies of project gutenberg electronic works in your possession
1098,if you paid fee for obtaining copy of or access to project gutenberg electronic work and you do not agree to be bound by the terms of this agreement you may obtain refund from the person or entity to whom you paid the fee as set forth in paragraph 1 1 project gutenberg is registered trademark
1099,it may only be used on or associated in any way with an electronic work by people who agree to be bound by the terms of this agreement
1100,there are few things that you can do with most project gutenberg electronic works even without complying with the full terms of this agreement
1101,see paragraph 1 below
1102,there are lot of things you can do with project gutenberg electronic works if you follow the terms of this agreement and help preserve free future access to project gutenberg electronic works
1103,see paragraph 1 below
1104,1 the project gutenberg literary archive foundation the foundation or pglaf owns compilation copyright in the collection of project gutenberg electronic works
1105,nearly all the individual works in the collection are in the public domain in the united states
1106,if an individual work is unprotected by copyright law in the united states and you are located in the united states we do not claim right to prevent you from copying distributing performing displaying or creating derivative works based on the work as long as all references to project gutenberg are removed
1107,of course we hope that you will support the project gutenberg mission of promoting free access to electronic works by freely sharing project gutenberg works in compliance with the terms of this agreement for keeping the project gutenberg name associated with the work
1108,you can easily comply with the terms of this agreement by keeping this work in the same format with its attached full project gutenberg license when you share it without charge with others
1109,1 the copyright laws of the place where you are located also govern what you can do with this work
1110,copyright laws in most countries are in constant state of change
1111,if you are outside the united states check the laws of your country in addition to the terms of this agreement before downloading copying displaying performing distributing or creating derivative works based on this work or any other project gutenberg work
1112,the foundation makes no representations concerning the copyright status of any work in any country other than the united states
1113,1 unless you have removed all references to project gutenberg 1 the following sentence with active links to or other immediate access to the full project gutenberg license must appear prominently whenever any copy of project gutenberg work any work on which the phrase project gutenberg appears or with which the phrase project gutenberg is associated is accessed displayed performed viewed copied or distributed this ebook is for the use of anyone anywhere in the united states and most other parts of the world at no cost and with almost no restrictions whatsoever
1114,you may copy it give it away or reuse it under the terms of the project gutenberg license included with this ebook or online at www if you are not located in the united states you will have to check the laws of the country where you are located before using this ebook
1115,1 if an individual project gutenberg electronic work is derived from texts not protected by u copyright law does not contain notice indicating that it is posted with permission of the copyright holder the work can be copied and distributed to anyone in the united states without paying any fees or charges
1116,if you are redistributing or providing access to work with the phrase project gutenberg associated with or appearing on the work you must comply either with the requirements of paragraphs 1 through 1 or obtain permission for the use of the work and the project gutenberg trademark as set forth in paragraphs 1 or 1 1 if an individual project gutenberg electronic work is posted with the permission of the copyright holder your use and distribution must comply with both paragraphs 1 through 1 and any additional terms imposed by the copyright holder
1117,additional terms will be linked to the project gutenberg license for all works posted with the permission of the copyright holder found at the beginning of this work
1118,1 do not unlink or detach or remove the full project gutenberg license terms from this work or any files containing part of this work or any other work associated with project gutenberg
1119,1 do not copy display perform distribute or redistribute this electronic work or any part of this electronic work without prominently displaying the sentence set forth in paragraph 1 with active links or immediate access to the full terms of the project gutenberg license
1120,1 you may convert to and distribute this work in any binary compressed marked up nonproprietary or proprietary form including any word processing or hypertext form
1121,however if you provide access to or distribute copies of project gutenberg work in format other than plain vanilla ascii or other format used in the official version posted on the official project gutenberg website www you must at no additional cost fee or expense to the user provide copy means of exporting copy or means of obtaining copy upon request of the work in its original plain vanilla ascii or other form
1122,any alternate format must include the full project gutenberg license as specified in paragraph 1 1 do not charge fee for access to viewing displaying performing copying or distributing any project gutenberg works unless you comply with paragraph 1 or 1 1 you may charge reasonable fee for copies of or providing access to or distributing project gutenberg electronic works provided that  you pay royalty fee of 20 of the gross profits you derive from the use of project gutenberg works calculated using the method you already use to calculate your applicable taxes
1123,the fee is owed to the owner of the project gutenberg trademark but he has agreed to donate royalties under this paragraph to the project gutenberg literary archive foundation
1124,royalty payments must be paid within 60 days following each date on which you prepare or are legally required to prepare your periodic tax returns
1125,royalty payments should be clearly marked as such and sent to the project gutenberg literary archive foundation at the address specified in section 4 information about donations to the project gutenberg literary archive foundation  you provide full refund of any money paid by user who notifies you in writing or by email within 30 days of receipt that she does not agree to the terms of the full project gutenberg license
1126,you must require such user to return or destroy all copies of the works possessed in physical medium and discontinue all use of and all access to other copies of project gutenberg works
1127, you provide in accordance with paragraph 1 full refund of any money paid for work or replacement copy if defect in the electronic work is discovered and reported to you within 90 days of receipt of the work
1128, you comply with all other terms of this agreement for free distribution of project gutenberg works
1129,1 if you wish to charge fee or distribute project gutenberg electronic work or group of works on different terms than are set forth in this agreement you must obtain permission in writing from the project gutenberg literary archive foundation the manager of the project gutenberg trademark
1130,contact the foundation as set forth in section 3 below
1131,1 1 project gutenberg volunteers and employees expend considerable effort to identify do copyright research on transcribe and proofread works not protected by u copyright law in creating the project gutenberg collection
1132,despite these efforts project gutenberg electronic works and the medium on which they may be stored may contain defects such as but not limited to incomplete inaccurate or corrupt data transcription errors copyright or other intellectual property infringement defective or damaged disk or other medium computer virus or computer codes that damage or cannot be read by your equipment
1133,1 limited warranty disclaimer of damages  except for the right of replacement or refund described in paragraph 1 the project gutenberg literary archive foundation the owner of the project gutenberg trademark and any other party distributing project gutenberg electronic work under this agreement disclaim all liability to you for damages costs and expenses including legal fees
1134,you agree that you have no remedies for negligence strict liability breach of warranty or breach of contract except those provided in paragraph 1 you agree that the foundation the trademark owner and any distributor under this agreement will not be liable to you for actual direct indirect consequential punitive or incidental damages even if you give notice of the possibility of such damage
1135,1 limited right of replacement or refund  if you discover defect in this electronic work within 90 days of receiving it you can receive refund of the money if any you paid for it by sending written explanation to the person you received the work from
1136,if you received the work on physical medium you must return the medium with your written explanation
1137,the person or entity that provided you with the defective work may elect to provide replacement copy in lieu of refund
1138,if you received the work electronically the person or entity providing it to you may choose to give you second opportunity to receive the work electronically in lieu of refund
1139,if the second copy is also defective you may demand refund in writing without further opportunities to fix the problem
1140,1 except for the limited right of replacement or refund set forth in paragraph 1 this work is provided to you asis with no other warranties of any kind express or implied including but not limited to warranties of merchantability or fitness for any purpose
1141,1 some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages
1142,if any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law
1143,the invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions
1144,1 indemnity  you agree to indemnify and hold the foundation the trademark owner any agent or employee of the foundation anyone providing copies of project gutenberg electronic works in accordance with this agreement and any volunteers associated with the production promotion and distribution of project gutenberg electronic works harmless from all liability costs and expenses including legal fees that arise directly or indirectly from any of the following which you do or cause to occur   distribution of this or any project gutenberg work b alteration modification or additions or deletions to any project gutenberg work and c any defect you cause
1145,section 2
1146,information about the mission of project gutenberg project gutenberg is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete old middleaged and new computers
1147,it exists because of the efforts of hundreds of volunteers and donations from people in all walks of life
1148,volunteers and financial support to provide volunteers with the assistance they need are critical to reaching project gutenbergs goals and ensuring that the project gutenberg collection will remain freely available for generations to come
1149,in 2001 the project gutenberg literary archive foundation was created to provide secure and permanent future for project gutenberg and future generations
1150,to learn more about the project gutenberg literary archive foundation and how your efforts and donations can help see sections 3 and 4 and the foundation information page at www section 3
1151,information about the project gutenberg literary archive foundation the project gutenberg literary archive foundation is nonprofit 501c3 educational corporation organized under the laws of the state of mississippi and granted tax exempt status by the internal revenue service
1152,the foundations ein or federal tax identification number is 646221541
1153,contributions to the project gutenberg literary archive foundation are tax deductible to the full extent permitted by u federal laws and your states laws
1154,the foundations business office is located at 809 north 1500 west salt lake city ut 84116 801 5961887
1155,email contact links and up to date contact information can be found at the foundations website and official page at www section 4
1156,information about donations to the project gutenberg literary archive foundation project gutenberg depends upon and cannot survive without widespread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machinereadable form accessible by the widest array of equipment including outdated equipment
1157,many small donations 1 to 5000 are particularly important to maintaining tax exempt status with the irs
1158,the foundation is committed to complying with the laws regulating charities and charitable donations in all 50 states of the united states
1159,compliance requirements are not uniform and it takes considerable effort much paperwork and many fees to meet and keep up with these requirements
1160,we do not solicit donations in locations where we have not received written confirmation of compliance
1161,to send donations or determine the status of compliance for any particular state visit www while we cannot and do not solicit contributions from states where we have not met the solicitation requirements we know of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate
1162,international donations are gratefully accepted but we cannot make any statements concerning tax treatment of donations received from outside the united states
1163,u laws alone swamp our small staff
1164,please check the project gutenberg web pages for current donation methods and addresses
1165,donations are accepted in number of other ways including checks online payments and credit card donations
1166,to donate please visit www section 5
1167,general information about project gutenberg electronic works professor michael s
1168,hart was the originator of the project gutenberg concept of library of electronic works that could be freely shared with anyone
1169,for forty years he produced and distributed project gutenberg ebooks with only loose network of volunteer support
1170,project gutenberg ebooks are often created from several printed editions all of which are confirmed as not protected by copyright in the u unless copyright notice is included
1171,thus we do not necessarily keep ebooks in compliance with any particular paper edition
1172,most people start at our website which has the main pg search facility www this website includes information about project gutenberg including how to make donations to the project gutenberg literary archive foundation how to help produce our new ebooks and how to subscribe to our email newsletter to hear about new ebooks
