,Cleaned Data
912,"He could not forbear saying bitterly,— “Do you know, Mademoiselle, there are persons who loathe and hate and despise and revile and scorn and contemn the Plato?” Marsac’s tone of ineffable disgust when he said “ ” might have enlightened Delphine; but it did not."
913,"“I am afraid our two friends in the conservatory do not appreciate him,” she answered, smiling."
914,"“I dare say Claire is asking Auguste the very same question that Eve asked Adam in the Garden of Eden,—is she the only woman he has ever loved?” It occurred to Marsac that it would be well to prepare Delphine for what Fontaine actually was revealing at that moment; so drawing his chair nearer, he said confidentially, “Mademoiselle, I can tell you exactly what they are talking about at this moment 163] What would you think if I were to tell you that Fontaine’s Uncle Maurice was not dead, after all, but has just arrived at our lodgings, and will very soon present himself in this room?” Delphine’s mouth came open with astonishment, and her first question when she had recovered from the shock of her surprise was, “And how about the fortune?” Marsac shook his lugubriously."
915,“I can tell you nothing.
916,That fortune is involved in the deepest mystery.
917,There are indications of plot the most extraordinary you can conceive.
918,"I know nothing, except that Monsieur Maurice Fontaine is alive, and is in Paris, and will be here shortly And then, to her from so perilous subject, he said, “But we are consumed with anxiety regarding Monsieur Duval and the Comtesse de Fleury."
919,"It will be terrible for you and Claire if she succeeds in capturing Monsieur Duval [Pg 164] Delphine’s answer was artfully contrived: “If that dreadful woman should succeed in marrying my uncle, this could no longer be home for me Here was an opportunity at once for Marsac to declare himself, if he had spark of tenderness for her."
920,"The tenderness, amounting to adoration, was there; but Marsac—the ready, the witty, the glib, the daring—was silent and abashed in the presence of the master-passion."
921,"His silence, which was really one of deep emotion, was naturally misunderstood by Delphine."
922,"Just as he had nerved himself to take what he thought desperate chance, by telling her of his love, her face hardened, she deliberately turned her back to him, and picking up some fancy-work on the seated herself at it."
923,There was nothing left for Marsac but the newspaper which Fontaine had dropped.
924,"He took it, and for half an[Pg 165] hour no sound was heard except the rattle of the sheets as they were turned."
925,Delphine stitched in silent anger and disappointment.
926,It seemed fated that all the persons whom Marsac and Fontaine particularly did not wish to see at M.
927,"Duval’s house should turn up that morning, for within five minutes of Marsac’s and Delphine’s latest misunderstanding footman appeared to announce another startling arrival."
928,"The man usually maintained the stolid countenance of his tribe, but on this occasion he wore grin like rat-trap."
929,"“M’sieu Marsac,” he said, almost laughing in Marsac’s gloomy face, “here’s —person—” “A lady, if you please,” proclaimed loud voice, as Madame Schmid marched in, shoving the footman unceremoniously out of the way."
930,"Poor Marsac’s nerves were sufficiently unstrung by Uncle Maurice’s arrival, and Madame Schmid’s seemed[Pg 166] likely to finish him."
931,"But she was such good-hearted creature, and in spite of having, figuratively, dragged Fontaine and himself around by the hair of their heads, had washed and scrubbed for them so faithfully, that Marsac could not find it in his heart to receive her coldly."
932,"As for Madame Schmid, Marsac’s delightful impudence had won its way into her honest heart, and she had come to do him great service."
933,"Her errand not being professional one, she wore gorgeous red bonnet, all flowers; green mantle, all spangles; purple gown, all stripes; and, with yellow parasol, looked something like bird of paradise."
934,"“Here you are,” she cried, broad smile on her handsome face."
935,"“Just as impudent as ever, I warrant."
936,"If I get out of this room without being kissed—” Delphine, looking on in amazement, became pale at this; while Marsac turned blue in the face."
937,"[Pg 167] “I perceive I am in the way,” murmured Delphine, in scarcely audible voice, and made for the door."
938,“Mademoiselle—I implore—” Marsac got this far when Delphine slammed the door in his face.
939,"“Is the young lady jealous?” asked Madame Schmid, delightedly."
940,"“I am afraid not,” was Marsac’s dejected reply."
941,"“Well, M’sieu,” began Madame Schmid, with an air of importance, “I have come to tell you and that pretty boy Fontaine something you will like to hear."
942,"In the first place, Madame Fleury is coming here this morning “Charming!"
943,Ha!
944,ha!
945,Fontaine will be rapturously happy “Wait minute.
946,Don’t laugh in that dismal manner.
947,"She is determined, of course, to marry M."
948,"Duval; but she thinks, by coming to this house, she can force Fontaine to give her money rather than betray her presence to his fiancée."
949,"Well, I found this out,—no[Pg 168] matter how,—and I said this morning to Fleury—” “To Fleury!” “To Fleury."
950,He is no more dead than you or I.
951,He has been living at my house for month past.
952,"I said, ‘I won’t keep your secret any longer."
953,"I’ll tell your wife that you are alive Oh, he cried like baby at that Marsac seized her hands, and could only cry breathlessly, “Go on!"
954,go on!” “It was this way.
955,About month ago Fleury came walking into my place and asked for lodgings.
956,"I said, ‘Why, you were drowned He said, ‘I wasn’t I said, ‘Your wife thinks so He said, ‘I hope she will keep on thinking so I hadn’t the heart to betray the poor creature, so I said nothing until I heard about this new move of his wife’s, but then I determined to tell you; and I have him around the corner, in wine-shop, where he is crying and drinking; and you must come with me [Pg 169] Two minutes later Delphine saw, from an upper window, Madame Schmid parading down the street, with Marsac gallantly holding the yellow parasol over her red bonnet, and attending her as if she were duchess."
957,"That, then, was the woman Marsac loved!"
958,"Delphine, pale and agonised, returned to the drawing-room."
959,"There came rustle of draperies from the conservatory, and Claire flitted in with Fontaine."
960,One look at their happy faces told that Uncle Maurice’s fortune had made no in their love affair.
961,"“What do you think, Delphine,” asked Claire, with her hand still lying in Fontaine’s,—“this foolish boy has not fortune, after all; and he has known it for some time, and dared not tell me."
962,"It seems that when the report of his Uncle Maurice’s death came, some one started the story in the newspapers about the fortune, and[Pg 170] Auguste did not have the nerve to contradict it."
963,"Besides, it might have been true, for he had an Uncle Maurice in America."
964,"And this very morning Uncle Maurice arrived in Paris, and was directed here to find Auguste."
965,"And Auguste says the old man looks very poor and friendless, but cheery and glad to get back to France; and dear, kind Monsieur Marsac was so good to the old man, and made Auguste kind to him too."
966,So he has gone to their apartment to make ready to come and see us.
967,"I shall be just as nice to him as I can be, and I shall make papa be the same “Claire, you have the dearest heart in the world,” burst out Delphine, generously forgetting her own misery; “and I love and respect you the more for not caring whether Auguste has fortune or not “But with his talents,” answered Claire, proudly, “ fortune will be his."
968,"We can live well enough on his pictures,[Pg 171] his plays, and his articles in the newspapers Fontaine’s effort at cheerful grin when this was said was piteous to behold."
969,Just then the footman again entered and handed him card.
970,One look was enough.
971,“It is Madame Fleury!” he cried.
972,“Don’t let her up But he was too late.
973,"Madame Fleury walked into the drawing-room on the heels of her messenger and said to the servant, in an authoritative manner, “Take my card to Monsieur Duval Never had the gentle Claire showed haughtiness to any human creature before; but when face to face with Madame Fleury, she drew her slight up, and in tone of quiet disdain said, “I think, Madame, that I—my father’s daughter—have some rights in this house; and I forbid my servant to take your card “And I think,” suavely replied[Pg 172] Madame Fleury, “that your father, master of his house, has some rights here too; so—” A look at the footman finished the sentence."
974,The man went out with the card.
975,"Claire, with heightened colour, turned to Delphine, saying, “Shall we withdraw?” “By no means,” answered Delphine, coolly; “that would indeed be surrender They both therefore stood their ground."
976,"Fontaine, who was glad to keep out of the mêlée, had prudently kept in the background during this; but Madame Fleury would not let him rest there."
977,"“Monsieur Fontaine,” she asked in her smoothest voice, “do you remember certain document which we both signed, referring to the 15th of May?” “I do, to my eternal sorrow,” was Fontaine’s reply; but before he could say anything more, Monsieur Duval bustled in, looking flurried, nervous,[Pg 173] but elated with the elation of stupid old man who finds himself an object of interest to handsome young woman."
978,"“Good morning, Madame,” he cried."
979,"“I am delighted to see you “It is more than your daughter and niece were,” answered Madame Fleury, smiling."
980,"“How is this?” sternly asked Monsieur Duval, wheeling around upon the two girls."
981,"Claire, who dearly loved her father, could not utter word; but Delphine was equal to the situation."
982,"“Of course we were not delighted to see her; and, uncle—pardon me—but man of your age should know better—” “Monsieur Duval,” interrupted Madame Fleury, “your age is one of your greatest charms in my eyes “And yet,” coolly continued Delphine, “Monsieur Fontaine’s youth was no objection to him."
983,"Anything between the cradle and the grave seems to suit this—person [Pg 174] Monsieur Duval felt called upon to say reprovingly, “Delphine!” but the next moment he weakened and muttered, “I wish Marsac were here."
984,"He is the only one that can manage all of you!” “I wish he were too,” said Madame Fleury."
985,“I was just speaking of valuable paper I took with me to Passy that evening I was there.
986,"By an unfortunate oversight on my part Monsieur Marsac got hold of it, and tore it into bits, which he afterward tried to burn up."
987,"I saved the scraps, but I was not able to put the charred pieces together."
988,Therefore I gave an expert one hundred and fifty francs to restore it.
989,"He has just returned it to me, and I have not yet had chance to open it; but I will do it now, and I would like Monsieur Marsac to see how much cleverer I am than he is Madame Fleury produced an envelope from her card-case, tore it open, and then stood petrified for moment 175] “Why—it is—it is—” she stammered."
990,"“A bill of Landais the tailor,” maliciously put in Fontaine."
991,"“That is what he tore up “And what you paid one hundred and fifty francs to have restored,” Delphine chimed in."
992,"“Madame Fleury,” said Fontaine, determinedly, “I have put up with this hounding of me as long as I intend to 176] I shall to-day report it to the police, and ask protection Instead of flying into rage at this, Madame Fleury executed masterly coup."
993,"Pressing her handkerchief to her eyes, she almost fell upon old Duval’s shoulder, crying, “Monsieur Duval, will you stand by and see me so affronted?” “No, Madame Fleury,” sturdily answered Monsieur Duval, with his arm half round her waist."
994,"“Never mind, Madame Fleury."
995,"If he reports you to the police, Madame Fleury, he will have to reckon with me, Madame Fleury."
996,"I know I’m old enough to be your father, but if you’ll marry me, Madame Fleury, you’ll find me great improvement on that rascally count you married first; and you may be Madame Duval any day you like At this faint shriek burst from the two girls; and Fontaine, who had not dreamed the old man capable of such folly, couldn’t repress an exclamation 177] However, he took Claire’s hand, and said to her tenderly,— “Well, my dear one, the only thing for you to do now is to trust me, and become my wife at the earliest moment possible Claire felt at that moment as if she had but one earthly dependence; she clung to Fontaine, and weeping said, “I will marry you whenever you like; for I cannot, and never will, countenance my father’s marriage to this creature “And even I would marry to escape living with this woman,” said Delphine, in much agitation."
997,"“I would marry Monsieur Marsac, or commit suicide even, rather than live in the house with her Delphine was scarcely conscious of what she said, but gleam of wicked amusement in Madame Fleury’s eyes showed her that she had made dangerous slip."
998,"[Pg 178] Steps were heard outside in the hall as if of three or even four persons; but when the door opened, only Marsac entered."
999,"He wore look of jaunty expectation, which seemed only to be increased by the startling spectacle before him,—Madame Fleury holding on to Monsieur Duval’s arm, the old man puffing, blowing, smiling, and frowning with alternate spasms of rage and delight; Claire clinging to Fontaine and in great distress; while Delphine, pale and defiant, stood alone in the centre of the group."
1000,It was one of the most delicious moments of Madame Fleury’s life.
1001,"When Marsac, raising his eyebrows, inquired, “What is this I see?” Madame Fleury cut in before even Monsieur Duval could reply,— “You see the betrothal between Monsieur Duval and me Marsac’s wide, handsome mouth came open as if it were on hinges."
1002,"His enjoyment of the situation seemed[Pg 179] intense; and Fontaine, Claire, and Delphine were all astounded at his heartless amusement over catastrophe so ruinous to all of them."
1003,"He only said, with grin, after surveying the scene for minute or two,— “And are you quite certain, Madame, of carrying out your plan?” “Perfectly certain,” responded Monsieur Duval, pompously; “and she will find her good old Duval better husband than that rascally count she married first and buried afterward “But did she bury him?” asked Marsac, and paused to get the whole effect of this."
1004,It was magical on Madame Fleury.
1005,"She clenched her teeth; her eyes flashed fire; but she held on stoutly to Monsieur Duval, who grew white about the chops."
1006,"Marsac, after coolly surveying his audience, announced,— “I have the honour of presenting to you Madame Fleury’s husband!” With that, he threw the door open[Pg 180] with grand flourish, and in walked one of the most weazened, cadaverous little men who ever stepped, and behind him Madame Schmid’s rubicund countenance and rotund ."
1007,"Madame Fleury could not repress cry of rage, and Monsieur Duval dropped her arm as if it was red-hot."
1008,"Fleury, who seemed not at all abashed by his surroundings, looked calmly about."
1009,"Monsieur Duval was the first to recover his voice, and his disgusted exclamation was,— “That creature count!” “I did not say he was count,” corrected Marsac."
1010,"“I merely said, by way of making things agreeable, that Madame Fleury was countess Madame Fleury’s reply to this was one word, uttered in tone of concentrated hatred, “Wretch!” “Is that all the thanks I get for restoring to you your long-lost husband?”[Pg 181] said Marsac in an injured voice."
1011,"“Oh, the ingratitude that is in this world!” Fleury, meanwhile, seemed determined to assert himself."
1012,"“I’m not count,” he said; “and that lady yonder,” indicating Madame Fleury, “always turned up her nose at me; but I am not as insignificant as she would have you believe."
1013,"I have standing offer from the medical school of seventy-five francs for my skeleton as soon as I peg out “I wish it were available at this moment,” cried Madame Fleury."
1014,"“There!” said Fleury, “I knew she wouldn’t be glad to see me; and I told this gentleman so."
1015,But I don’t know that I am very glad to see her.
1016,"I haven’t had so peaceable and quiet time since I was married as when I was dead Here Madame Schmid was bound to be heard; “I said to Fleury, said I—” “Hold!” said old Duval, advancing,[Pg 182] “I know this person."
1017,It is the Baroness Schmid “Baroness Schmid!
1018,Comte de Fleury!
1019,"Oh, this is too comical!” screamed Madame Schmid, laughing."
1020,"“Who wanted to marry Monsieur Fontaine,” continued old Duval, determinedly."
1021,"“No, no!” cried Delphine, almost beside herself with jealousy."
1022,"“She wants to marry Monsieur Marsac “I want to marry that pretty boy, Fontaine!” bawled Madame Schmid, finding her voice."
1023,“I want to marry M’sieu Marsac!
1024,"I want their washing, that’s all."
1025,"I’m washerwoman “Ladies and gentlemen,” implored Marsac, “all can be explained at future day; but the fact remains that this is Monsieur Fleury Old Duval’s face was study during this, and he began to stammer, “I—I—don’t think we can be married, Madame The hopelessness of her situation[Pg 183] was plain to Madame Fleury."
1026,She prepared to depart from the house she had intended to preside over.
1027,"She gave glance of speechless contempt around the circle, including every member of it, and ending at Fontaine, who had taken no part in the dénouement, but had watched it in amazed but delighted silence."
1028,"“Monsieur Duval,” she said in hard voice, “I am truly sorry I cannot marry you."
1029,As for Monsieur Fontaine I would only have married him for lack of something better.
1030,The indignation of the two young ladies against me seemed wholly devised to marry themselves off.
1031,"Mademoiselle Claire at once announced her willingness to marry Monsieur Fontaine; while Mademoiselle Delphine took occasion to say that she would marry Monsieur Marsac or commit suicide,—each terrible alternative."
1032,"For Monsieur Marsac, I can say that he has concocted and conducted the most extraordinary[Pg 184] fraud ever perpetrated upon you."
1033,"I am firmly convinced there never was an Uncle Maurice, and the story of his death and his fortune was pure invention of Marsac’s, from beginning to end “The story of his death, I grant you, I was mistaken about,” blandly responded Marsac; “but as to there being an Uncle Maurice—” Marsac stepped to the door, opened it, and Uncle Maurice, evidently bubbling over with delight, entered, still holding on to the seedy old bag."
1034,"“Allow me,” said Marsac, with low bow, “to present to you all, ladies and gentlemen, Monsieur Maurice Fontaine, late of New York, and from henceforth from Paris Madame Fleury seemed literally stunned by the sight of the little old man, who, without noticing the sensation made by his appearance, went all round the circle, shaking hands, not forgetting Madame Fleury, who gave[Pg 185] him her hand like woman in nightmare, and then he asked,— “Where is my little niece?” Claire ran up to him, looked smilingly into his face and said, “Here I am, Uncle Maurice!” The old man’s gratification was touching."
1035,"He kissed her cheek, he patted her hair and stroked her hand again and again; but he never let go of his bag."
1036,"Monsieur Duval gazed mechanically at Uncle Maurice, while Delphine’s cordiality was second only to Claire’s."
1037,"“Ah,” cried Uncle Maurice, beginning and shaking hands all round for the second time, “you can’t imagine how kindly I was received by these two fine fellows."
1038,They didn’t mind my shabby clothes; they treated me nobly.
1039,"I sha’n’t forget it, my lads Madame Fleury at this found her tongue."
1040,"“He doesn’t look as if his acquaintance would be much of an[Pg 186] acquisition to his family,” she said scornfully."
1041,"“Eh?” asked Uncle Maurice, and he seemed stung by her remark."
1042,"“Well,” he continued with an unexpected twinkle in his eyes, “that’s as may be."
1043,"I have in this bag million francs’ worth of United States government bonds,— part of what I made in that noble country."
1044,"I intended some of it for my nephew, provided he received me kindly."
1045,"I am proud and happy to say he did so, when he thought I hadn’t decent coat to my back; so I’ll give him—let me see—I might as well do the thing handsomely—half million francs, so he can get married He opened the bag and took out parcel."
1046,"“Monsieur Duval, you are man of affairs; you know what these are The sight of the securities seemed to wake Monsieur Duval up."
1047,"He examined the parcel carefully, while Fontaine brokenly expressed his thanks,[Pg 187] and Claire kissed the old man with tears in her eyes."
1048,"“And, Auguste,” she cried generously, “Monsieur Marsac must share in our good fortune; you know he has shared everything with you “Indeed he shall,” replied Fontaine, clasping Marsac’s hand."
1049,"“Perhaps you don’t know,” said Madame Fleury to Uncle Maurice, stopping in somewhat precipitate flight toward the door, “that it was that Marsac who started the story of your giving Fontaine fortune “Did you then—ha!"
1050,ha!” Uncle Maurice seemed tickled at the idea.
1051,"“Yes,” replied Marsac, modestly; “when it was reported that you were dead, I determined to give Fontaine every franc of your fortune; and I gave you, sir, very good character besides."
1052,"I endowed you with every virtue of man and gentleman; and it seems I was clairvoyant Uncle Maurice laughed excessively[Pg 188] at this, and handing smaller roll out of the old bag to Marsac, he said: “Well, I would like to have you for nephew too, for you were no less kind than my nephew, and with less obligation; so there is hundred thousand francs for you,— mere nest-egg."
1053,"A fellow as clever as you can always make his way in the world Marsac was overwhelmed by the old man’s generosity; and the silence, as he stood grasping Uncle Maurice’s hand, was only broken by the slamming of the door as Madame Fleury rushed out, dragging the unhappy Fleury after her."
1054,"As Monsieur Duval watched her exit, he said slowly,— “Perhaps it is better, after all, that I am not in Fleury’s shoes “A great deal better,” remarked Uncle Maurice, solemnly; “she’s too much for you, Monsieur Duval This great truth seemed to strike[Pg 189] the old brewer with much force; the more so when Madame Schmid said, pointing after Fleury’s departing : “That man weighed near two hundred pounds when he married that woman, and I believe he has lost not less than pound day since that time; and you see what he is now."
1055,"Well, I must be going."
1056,"M’sieu Marsac, when you and that pretty young lady”—pointing to Delphine—“are married, please to give me your washing."
1057,"The same to you, M’sieu Fontaine, and your young lady Marsac was so embarrassed by this speech that he remained perfectly silent; but Fontaine escorted Madame Schmid to the door with profuse thanks."
1058,Old Duval still seemed dazed about the dead and the living Uncle Maurice.
1059,At every mention of the suppositious Uncle Maurice the real one would shake with merriment.
1060,"“So Monsieur Marsac made up the yarn,” said Monsieur Duval, dubiously."
1061,"[Pg 190] “The noble romance, you mean,” replied Marsac."
1062,"“My invention of Uncle Maurice ranks with Orestes, with Pantagruel, with Don Quixote, with all those splendid creations of the imagination that are as real to us as you, sir, are,” to Uncle Maurice."
1063,"“I endowed you with every virtue, and I find, happily, that I have only done you justice Marsac folded his arms, and assumed look of triumphant virtue."
1064,“What clever fellow!
1065,"what very clever fellow!” chuckled Uncle Maurice, delightedly."
1066,"“And I also invented two other rich uncles and an aged and decrepit aunt,—all of whom were to make Fontaine their heir,” added Marsac; at which Uncle Maurice nearly went into convulsions of enjoyment."
1067,"“I used to think,” said Monsieur Duval, “that Monsieur Marsac with his plays and his paint-pots and his[Pg 191] writing and his fiddling was great fool, but I have changed my opinion “A thousand thanks,” replied Marsac, with dignity,—“not only for myself, but for all the other fools who write or paint or fiddle, and thereby add to the gaiety of nations “Well, well, well,” said Monsieur Duval, hastily, “let us sit down and talk things over So he and Uncle Maurice and Fontaine and Claire formed group and sat down."
1068,"Delphine, who had taken but little part in the proceedings, but whose heart had swelled at Marsac’s triumph, walked toward the embrasure of window."
1069,Marsac followed her.
1070,"The curtain fell behind them, and they were as much alone as if in another room."
1071,Outside the window the fountains plashed in the May air; the day was all blue and gold.
1072,The trees in the Luxembourg gardens rustled softly; it was day for making love.
1073,"Presently Marsac spoke timidly:[Pg 192] “Mademoiselle, I recall some words of that she-devil, Madame Fleury."
1074,"She said you had declared you would commit suicide, or—or—marry me, if—Tell me, what did you mean?” “Just what I said,” answered Delphine, with beautiful blush."
1075,"“Did you mean that either fate was equally dreadful?” “No “Or, perhaps, that—I have second thought, but I am afraid to mention it “Second thoughts are always best,” demurely replied Delphine."
1076,And then there was scene that would have broken the heart of Platonist.
1077,"A few murmured words, hand-clasp—and Delphine lay in Marsac’s arms."
1078,"A bird was singing in tree outside the window, and bird also sang in their two happy hearts."
1079,"So deep was their ecstasy that they did not hear steps approach, nor the curtain softly drawn, and they were[Pg 193] wakened from their dream in Paradise by shout of laughter."
1080,"Fontaine and Claire, Uncle Maurice and Monsieur Duval, were laughing uproariously, and gazing at the two apostles of platonic love, the relentless enemies of matrimony,—Marsac with his arm round Delphine’s waist, and his handsome almost touching her bright hair."
1081,"Old Duval grunted out one word,— “Plato!” “Let Plato go to the devil!” cried Marsac."
1082,"“If ever I meet the old scoundrel on the other side of the Styx, I promise to kick him all over the lower regions for having deprived me for one hour of the sweet knowledge of Delphine’s love “Hurrah!” cried Uncle Maurice."
1083,"“To perdition with the rascal Plato!” “He is there already, I hope,” shouted Fontaine, dancing in his delight."
1084,“Hurrah!
1085,hurrah!
1086,hurrah!
1087,"Marsac loves and is beloved!” [Pg 194] “And I can tell you one thing,” interrupted Monsieur Duval, with ponderous solemnity, “that Marsac is not such fool after all!” *** END OF THE PROJECT GUTENBERG EBOOK THE SPRIGHTLY ROMANCE OF MARSAC *** Updated editions will replace the previous one—the old editions will be renamed."
1088,"Creating the works from print editions not protected by U copyright law means that no one owns United States copyright in these works, so the Foundation (and you!) can copy and distribute it in the United States without permission and without paying copyright royalties."
1089,"Special rules, set forth in the General Terms of Use part of this license, apply to copying and distributing Project Gutenberg™ electronic works to protect the PROJECT GUTENBERG™ concept and trademark."
1090,"Project Gutenberg is registered trademark, and may not be used if you charge for an eBook, except by following the terms of the trademark license, including paying royalties for use of the Project Gutenberg trademark."
1091,"If you do not charge anything for copies of this eBook, complying with the trademark license is very easy."
1092,"You may use this eBook for nearly any purpose such as creation of derivative works, reports, performances and research."
1093,Project Gutenberg eBooks may be modified and printed and given away—you may do practically ANYTHING in the United States with eBooks not protected by U copyright law.
1094,"Redistribution is subject to the trademark license, especially commercial redistribution."
1095,"START: FULL LICENSE THE FULL PROJECT GUTENBERG LICENSE PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK To protect the Project Gutenberg™ mission of promoting the free distribution of electronic works, by using or distributing this work (or any other work associated in any way with the phrase “Project Gutenberg”), you agree to comply with all the terms of the Full Project Gutenberg™ License available with this file or online at www Section 1."
1096,"General Terms of Use and Redistributing Project Gutenberg™ electronic works 1 By reading or using any part of this Project Gutenberg™ electronic work, you indicate that you have read, understand, agree to and accept all the terms of this license and intellectual property (trademark/copyright) agreement."
1097,"If you do not agree to abide by all the terms of this agreement, you must cease using and return or destroy all copies of Project Gutenberg™ electronic works in your possession."
1098,"If you paid fee for obtaining copy of or access to Project Gutenberg™ electronic work and you do not agree to be bound by the terms of this agreement, you may obtain refund from the person or entity to whom you paid the fee as set forth in paragraph 1 1 “Project Gutenberg” is registered trademark."
1099,It may only be used on or associated in any way with an electronic work by people who agree to be bound by the terms of this agreement.
1100,There are few things that you can do with most Project Gutenberg™ electronic works even without complying with the full terms of this agreement.
1101,See paragraph 1 below.
1102,There are lot of things you can do with Project Gutenberg™ electronic works if you follow the terms of this agreement and help preserve free future access to Project Gutenberg™ electronic works.
1103,See paragraph 1 below.
1104,"1 The Project Gutenberg Literary Archive Foundation (“the Foundation” or PGLAF), owns compilation copyright in the collection of Project Gutenberg™ electronic works."
1105,Nearly all the individual works in the collection are in the public domain in the United States.
1106,"If an individual work is unprotected by copyright law in the United States and you are located in the United States, we do not claim right to prevent you from copying, distributing, performing, displaying or creating derivative works based on the work as long as all references to Project Gutenberg are removed."
1107,"Of course, we hope that you will support the Project Gutenberg™ mission of promoting free access to electronic works by freely sharing Project Gutenberg™ works in compliance with the terms of this agreement for keeping the Project Gutenberg™ name associated with the work."
1108,You can easily comply with the terms of this agreement by keeping this work in the same format with its attached full Project Gutenberg™ License when you share it without charge with others.
1109,1 The copyright laws of the place where you are located also govern what you can do with this work.
1110,Copyright laws in most countries are in constant state of change.
1111,"If you are outside the United States, check the laws of your country in addition to the terms of this agreement before downloading, copying, displaying, performing, distributing or creating derivative works based on this work or any other Project Gutenberg™ work."
1112,The Foundation makes no representations concerning the copyright status of any work in any country other than the United States.
1113,"1 Unless you have removed all references to Project Gutenberg: 1 The following sentence, with active links to, or other immediate access to, the full Project Gutenberg™ License must appear prominently whenever any copy of Project Gutenberg™ work (any work on which the phrase “Project Gutenberg” appears, or with which the phrase “Project Gutenberg” is associated) is accessed, displayed, performed, viewed, copied or distributed: This eBook is for the use of anyone anywhere in the United States and most other parts of the world at no cost and with almost no restrictions whatsoever."
1114,"You may copy it, give it away or re-use it under the terms of the Project Gutenberg License included with this eBook or online at www If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook."
1115,"1 If an individual Project Gutenberg™ electronic work is derived from texts not protected by U copyright law (does not contain notice indicating that it is posted with permission of the copyright holder), the work can be copied and distributed to anyone in the United States without paying any fees or charges."
1116,"If you are redistributing or providing access to work with the phrase “Project Gutenberg” associated with or appearing on the work, you must comply either with the requirements of paragraphs 1 through 1 or obtain permission for the use of the work and the Project Gutenberg™ trademark as set forth in paragraphs 1 or 1 1 If an individual Project Gutenberg™ electronic work is posted with the permission of the copyright holder, your use and distribution must comply with both paragraphs 1 through 1 and any additional terms imposed by the copyright holder."
1117,Additional terms will be linked to the Project Gutenberg™ License for all works posted with the permission of the copyright holder found at the beginning of this work.
1118,"1 Do not unlink or detach or remove the full Project Gutenberg™ License terms from this work, or any files containing part of this work or any other work associated with Project Gutenberg™."
1119,"1 Do not copy, display, perform, distribute or redistribute this electronic work, or any part of this electronic work, without prominently displaying the sentence set forth in paragraph 1 with active links or immediate access to the full terms of the Project Gutenberg™ License."
1120,"1 You may convert to and distribute this work in any binary, compressed, marked up, nonproprietary or proprietary form, including any word processing or hypertext form."
1121,"However, if you provide access to or distribute copies of Project Gutenberg™ work in format other than “Plain Vanilla ASCII” or other format used in the official version posted on the official Project Gutenberg™ website (www you must, at no additional cost, fee or expense to the user, provide copy, means of exporting copy, or means of obtaining copy upon request, of the work in its original “Plain Vanilla ASCII” or other form."
1122,"Any alternate format must include the full Project Gutenberg™ License as specified in paragraph 1 1 Do not charge fee for access to, viewing, displaying, performing, copying or distributing any Project Gutenberg™ works unless you comply with paragraph 1 or 1 1 You may charge reasonable fee for copies of or providing access to or distributing Project Gutenberg™ electronic works provided that: • You pay royalty fee of 20% of the gross profits you derive from the use of Project Gutenberg™ works calculated using the method you already use to calculate your applicable taxes."
1123,"The fee is owed to the owner of the Project Gutenberg™ trademark, but he has agreed to donate royalties under this paragraph to the Project Gutenberg Literary Archive Foundation."
1124,Royalty payments must be paid within 60 days following each date on which you prepare (or are legally required to prepare) your periodic tax returns.
1125,"Royalty payments should be clearly marked as such and sent to the Project Gutenberg Literary Archive Foundation at the address specified in Section 4, “Information about donations to the Project Gutenberg Literary Archive Foundation • You provide full refund of any money paid by user who notifies you in writing (or by e-mail) within 30 days of receipt that s/he does not agree to the terms of the full Project Gutenberg™ License."
1126,You must require such user to return or destroy all copies of the works possessed in physical medium and discontinue all use of and all access to other copies of Project Gutenberg™ works.
1127,"• You provide, in accordance with paragraph 1 full refund of any money paid for work or replacement copy, if defect in the electronic work is discovered and reported to you within 90 days of receipt of the work."
1128,• You comply with all other terms of this agreement for free distribution of Project Gutenberg™ works.
1129,"1 If you wish to charge fee or distribute Project Gutenberg™ electronic work or group of works on different terms than are set forth in this agreement, you must obtain permission in writing from the Project Gutenberg Literary Archive Foundation, the manager of the Project Gutenberg™ trademark."
1130,Contact the Foundation as set forth in Section 3 below.
1131,"1 1 Project Gutenberg volunteers and employees expend considerable effort to identify, do copyright research on, transcribe and proofread works not protected by U copyright law in creating the Project Gutenberg™ collection."
1132,"Despite these efforts, Project Gutenberg™ electronic works, and the medium on which they may be stored, may contain “Defects,” such as, but not limited to, incomplete, inaccurate or corrupt data, transcription errors, copyright or other intellectual property infringement, defective or damaged disk or other medium, computer virus, or computer codes that damage or cannot be read by your equipment."
1133,"1 LIMITED WARRANTY, DISCLAIMER OF DAMAGES - Except for the “Right of Replacement or Refund” described in paragraph 1 the Project Gutenberg Literary Archive Foundation, the owner of the Project Gutenberg™ trademark, and any other party distributing Project Gutenberg™ electronic work under this agreement, disclaim all liability to you for damages, costs and expenses, including legal fees."
