,Query,Top-1,Top-2,Top-3,Top-4,Top-5
147,chapter madame schmid round red spotless lappets washerwomans cap flap angrily plainly rage three loud whack give garret door 17 rue montignal cause two young gentlemen side door quake visibly,fellow clever always make way world marsac overwhelm old man generosity silence stand grasp uncle maurices hand break slam door madame fleury rush drag unhappy fleury,great heavens whisper old duval one blame monsieur fontaine run away woman scarcely word mouth madame schmid make lunge door fly open knock monsieur duval sprawl,go bill moan madame schmid wag dolefully landais shake like chinese mandarin,msieu marsac say almost laugh marsacs gloomy face heres person lady please proclaim loud voice madame schmid march shove footman unceremoniously way,pg ix list illustrations page extravagant bread ask marsac cheerfully work away old screen frontispiece madame schmid plainly rage 2 madame schmid grow still redder face shorter breath 5 easy enough see master mind 9 madame fleury enter 17 ever think marriage way trouble 25 marsac advance fontaine whisper ear 37 marsac take hand lead madame fleury 39 bold stroke bullfighter assume appearance hale old gentleman sixty 48 pg x fell chair amazement chagrin 50 two young men tear open box 53 hug begin dance wildly 56 dont speak fiance disrespectful manner cry marsac 65 open without word take four bottle champagne 67 saw two poor creatures stand front pastryshop 68 marsac receive much kindness respect bankers daughters 75 madame schmid make dash fontaine collar drag 77 villa say old brewer 83 monsieur duval kneel 89 monsieur duval close one eye playfully poke rib 93 door open admit fontaine two remarkably pretty girls 97 pg xi young people talk gaily together sip champagne 100 hundred thirty thousand francs cry maurepas 108 marsac turn double handspring sofa 110 marsac seize around waist begin waltz furiously 113 creep softly apartment 115 bring delphines golden quite close marsacs brown one consent willingly 121 oh madame fleury cry marsac actually hang 129 madame fleury press handkerchief eye 132 marsac could scarcely restrain shout joy 137 madame fleury begin eagerly search grind letter 139 marsac say tear paper half fontaine dear claire 143 monsieur duvals victoria madame fleury 145 pg xii fontaine sink deep armchair picture misery 149 little old man clutch rusty travellingbag tremble hand 151 let assist say fontaine try take old bag 159 marsac delphine leave alone 161 madame fleury stand petrify moment 175 thing trust say fontaine 177 walk one weazened cadaverous little men ever step 180 madame fleury rush drag unhappy fleury 188 marsac arm around delphines waist 194 pg xiii sprightly romance marsac pg 1 sprightly romance marsac1 1 dramatic right reserve
148,give shoe fontaine kick marsac put,marsac know turn thoughts take say slyly meet old duval today fontaine jump shoot,send name fontaine aristocratic marsac,monsieur fontaine go,rubicon pass reply fontaine step,fontaine ask franc shoe reply franc
149,conversation turn uncle maurice,besides might true uncle maurice america,eh ask uncle maurice seem sting remark,ha uncle maurice seem tickle idea,uncle maurice,believe uncle maurice
150,see paragraph 1,one,recognise fontaine see,note,listen,see paragraph 1
151,read paper even monsieur maurice fontaines death wouldpg 54 glad supply monsieur auguste fontaines mourn,allow say marsac low bow present ladies gentlemen monsieur maurice fontaine late new york henceforth paris madame fleury seem literally stun sight little old man without notice sensation make appearance go round circle shake hand forget madame fleury gavepg 185 hand like woman nightmare ask little niece claire run look smilingly face say uncle maurice old man gratification touch,marsac declare felt like go mourn grateful uncle maurice do fontaine fontaine perfect truth say think hispg 102 uncle maurice relative world,hear dead old gentleman would please find alive would forgive us anything among first persons hear story madame fleury hardest task marsac stop entresol one morning inquiry whether story true fontaines uncles death,examine parcel carefully fontaine brokenly express thankspg 187 claire kiss old man tear eye,naturally still set story legs begin receive letter condolence mix congratulations force reply paper black border inch deep sign inky sealingwax even begin believe uncle maurice die leave fortune
152,another one widowwho worse pg 91 oh jupiter monsieur duvals exclamation pick floor dust knees elbow,merely say way make things agreeable madame fleury countess madame fleurys reply one word utter tone concentrate hatred wretch thank get restore longlost husbandpg 181 say marsac injure voice,terrible dnouement wreck havoc make old man disappointment touch marsac one best hearts world,cry fontaine desperately dash hand forehead suppose infernal old uncle maurice mine turn america pg 151 say marsac impossible,help marsac bad grace present widow,pick marsac halt eye travel round room fell rusty bellow resume glibly pick pair bellow throw king
153,look solemnhe come waiter come find marsac urge fontaine eat seem depths despondency,soon madame fleury mention offer hand fontaine look marsac suppose either friend go crazy marsacs cool demeanour prove least sane,time come fee man fontaine say sadly marsac must pay tonight,marsac waiters absence beg fontaine spare candelabra fontaine catch marsac act chew paper marrons glacs,forget tomorrow dine prince next day marshal day archbishop duval little stagger magnificent name remark think tell today monsieur fontaine go society account mourn coolly respond marsac,marsac see fontaines gloomy mood begin jovially jauntily say old man good time must last night ask fontaine sulkily
154,canti wont answer fontaine desperately,impudent ever warrant,wont listen proposition respect sure one upon another subject,fontaine one wild look seem inspire motion deny marsac dart conservatory,marsac completely unnerve manage hide delphine,afraid smallpox story wont judicious subterfuge fontaines reply
155,monsieur duval reflect seriously minutes speak,old duval begin examine room,monsieur duval comtesse de fleury come fontaine,give word monsieur duval nothing like,like proposition shall meet monsieur duval,monsieur duval
156,duval think come house force fontaine give money rather betray presence fiance,least man marry claire worthless fatherinlawpg 88 like prince de landais prey upon letter madame schmid rather baroness schmidmarsac make addition see quickly monsieur duval jump every name,old duval persist motive ridiculously clear every word daughter fond melun placemy daughter could scarcely persuade leave even finer house passy marsac urge apparently unwilling fontaine accept offer mention several countesses duchesses princesses acquaintance think buy place melun,would marry monsieur marsac commit suicide even rather live house delphine scarcely conscious say gleam wicked amusement madame fleurys eye show make dangerous slip,terrible claire succeed capture monsieur duval pg 164 delphines answer artfully contrive dreadful woman succeed marry uncle could longer home opportunity marsac declare spark tenderness,letter prince de landais take landaiss billi assure neither us know man except business wayand write want fontaine marry daughter actually ask money advanceabout six hundred seventyfive francsand take tone person already entitle wretched aristocratic pauper cry old duval indignantly
157,however account way slip past entresol amuse two young men roar laughter fun begin,man usually maintain stolid countenance tribe occasion wear grin like rattrap,fellow clever always make way world marsac overwhelm old man generosity silence stand grasp uncle maurices hand break slam door madame fleury rush drag unhappy fleury,clever fellow chuckle uncle maurice delightedly,endow every virtue man gentleman seem clairvoyant uncle maurice laugh excessivelypg 188 hand smaller roll old bag marsac say well would like nephew less kind nephew less obligation hundred thousand francs mere nestegg,two young men much passy invitations elsewhere force invent really exist
158,magical madame fleury,comte de fleury,madame pompadour,suggest something say madame fleury show amaze calmness,never mind madame fleury,handsome woman comtessethe comtesse de fleury
159,use feel sorry poor know roll money twenty million francs leave america owe poor woman two hundred francs washingthat slicktongued marsac yonder marsac yonder directly behind madame schmid hold big tumbler champagne one hand deftly seize round waist begin pour champagne throat,allow say marsac low bow present ladies gentlemen monsieur maurice fontaine late new york henceforth paris madame fleury seem literally stun sight little old man without notice sensation make appearance go round circle shake hand forget madame fleury gavepg 185 hand like woman nightmare ask little niece claire run look smilingly face say uncle maurice old man gratification touch,say drown say wasnt say wife think say hope keep think hadnt heart betray poor creature say nothing hear new move wifes determine tell around corner wineshop cry drink must come pg 169 two minutes later delphine saw upper window madame schmid parade street marsac gallantly hold yellow parasol red bonnet attend duchess,tell slip conciergethey minutesand go get wine flower make little feast poor souls fontaine better worse nights work marsac best fellow ever live cry fontaine hug,make excuse send waiter room hug begin dance wildly barely time return scuttle back chair pull long face devour fish flesh fowl entres horsdoeuvres everything else eatable,pg ix list illustrations page extravagant bread ask marsac cheerfully work away old screen frontispiece madame schmid plainly rage 2 madame schmid grow still redder face shorter breath 5 easy enough see master mind 9 madame fleury enter 17 ever think marriage way trouble 25 marsac advance fontaine whisper ear 37 marsac take hand lead madame fleury 39 bold stroke bullfighter assume appearance hale old gentleman sixty 48 pg x fell chair amazement chagrin 50 two young men tear open box 53 hug begin dance wildly 56 dont speak fiance disrespectful manner cry marsac 65 open without word take four bottle champagne 67 saw two poor creatures stand front pastryshop 68 marsac receive much kindness respect bankers daughters 75 madame schmid make dash fontaine collar drag 77 villa say old brewer 83 monsieur duval kneel 89 monsieur duval close one eye playfully poke rib 93 door open admit fontaine two remarkably pretty girls 97 pg xi young people talk gaily together sip champagne 100 hundred thirty thousand francs cry maurepas 108 marsac turn double handspring sofa 110 marsac seize around waist begin waltz furiously 113 creep softly apartment 115 bring delphines golden quite close marsacs brown one consent willingly 121 oh madame fleury cry marsac actually hang 129 madame fleury press handkerchief eye 132 marsac could scarcely restrain shout joy 137 madame fleury begin eagerly search grind letter 139 marsac say tear paper half fontaine dear claire 143 monsieur duvals victoria madame fleury 145 pg xii fontaine sink deep armchair picture misery 149 little old man clutch rusty travellingbag tremble hand 151 let assist say fontaine try take old bag 159 marsac delphine leave alone 161 madame fleury stand petrify moment 175 thing trust say fontaine 177 walk one weazened cadaverous little men ever step 180 madame fleury rush drag unhappy fleury 188 marsac arm around delphines waist 194 pg xiii sprightly romance marsac pg 1 sprightly romance marsac1 1 dramatic right reserve
160,soon go fontaine loud groan throw sofa,would mention fear fontaine soon madame fleury safely hear marsac contrive raise burst rather hollow hysterical laughter,hear great influence monsieur fontaine particle marsac protest vigorously,ha fontaines reply depths sofa something groan howl moanedpg 43 know marsac love claire duval devilish madame fleury write promise bagatelle cry marsac still keep pretence laughter,whole face existence indeed change themfor marsac fontaine,fontaine lay sofa groan kick occasionally sigh name claire duval
161,ten millions hear remark monsieur duval whisper,mention oldpg 130 duvals name,like proposition shall meet monsieur duval,monsieur duval,monsieur duval comtesse de fleury come fontaine,monsieur fontaine gift young fellow say monsieur duval
162,husband monsieur marsac like lobster salad,one look happy face tell uncle maurices fortune make love affair,know near live relative noble fellow engage marry daughter owner house lovely girl mademoiselle claire duval old man seat precious bag knees drink eagerly marsacs every word,predictpg 63 years young man think call fiance years back fiance would call madame fleury hear utter marsacs airiest manner inscrutable smile,well glad old uncle cut handsomely monsieur maurepas say marsac severely beg least respect fontaines mourn attire,youwhat name may ask marsacand service well monsieur marsac since kind tell nephew
163,mean either fate equally dreadful perhaps thati second think afraid mention second thoughts always best demurely reply delphine,wonder much afraid women say fontaine courage ask two poor creatures even pleasure kind actionforpg 75 nothing give much pleasure pooh reply marsac,marsac habitually run away respectable women declare afraid another kind nothing pity pg 68 refine honourable soul leave harder hearts evil natures condemnation sin sin,delphine stitch silent anger disappointment,continue smile danger delphine believe talk nothing except folly love love true respond marsac gloomily try drown champagne resentment felt scurvy trick fate play,felt slight chill disappointment answer old strain often long say mademoiselle never courage remark delphine show beautiful teeth smile
164,every word go like knife delphines torture heart outdo flippantly reply far two go plato might never live socrates might never die long time ever since marsac know love delphine name plato become peculiarly odious,delphine carry volume plato oriflamme battle ask marsac read something great philosopher,presently monsieur duval hear call monsieur marsac marsac plato become wellnigh intolerable lay book vicious slam walk end terrace almost sight hear,consider large part misery endure directly lay door philosopher hadpg 162 often ardently wish plato socrates force drink hemlock,delphine whit behind marsac fall love scorn outdo rail love marriage quote plato nordau make miserable manner truly feminine,could forbear say bitterly know mademoiselle persons loathe hate despise revile scorn contemn plato marsacs tone ineffable disgust say might enlighten delphine
165,marsacs heart jump mouth think marriage contract read,say grin survey scene minute two quite certain madame carry plan perfectly certain respond monsieur duval pompously find good old duval better husband rascally count marry first bury afterward bury ask marsac pause get whole effect,add timidly marriage contract us pg 143 destroy answer delphine supply suppose marsac mean,want marry monsieur marsac want marry pretty boy fontaine bawl madame schmid find voice,marsac raise eyebrows inquire see madame fleury cut even monsieur duval could reply see betrothal monsieur duval marsacs wide handsome mouth come open hinge,jump see quickly jump save madame fleury laugh ever decline say banteringlypg 129 could believe consider make offer refuse oh madame fleury cry marsac actually hang surely say affections engagedoror ask time considerationor young marryor something sort
166,cry uncle maurice determinedly ive get hold thatit little savings old man go promise return half hour,ah cry uncle maurice begin shake hand round second time cant imagine kindly receive two fine fellows,know im old enough father youll marry madame fleury youll find great improvement rascally count marry first may madame duval day like faint shriek burst two girls fontaine dream old man capable folly couldnt repress exclamation 177 however take claires hand say tenderly well dear one thing trust become wife earliest moment possible claire felt moment one earthly dependence cling fontaine weep say marry whenever like cannot never countenance father marriage creature even would marry escape live woman say delphine much agitation,letter prince de landais take landaiss billi assure neither us know man except business wayand write want fontaine marry daughter actually ask money advanceabout six hundred seventyfive francsand take tone person already entitle wretched aristocratic pauper cry old duval indignantly,rate cant us harm nothing harm us present straits well people believe uncle maurice begin fontaine anxiously marsac cut short,ever meet old scoundrel side styx promise kick lower regions deprive one hour sweet knowledge delphines love hurrah cry uncle maurice
167,hand guarantee fontaine best friend brother fact fail welcome,desire settlement question simply avoid scandal dwell upon impossibility feel affection young man fontaine chance sacrifice meet man old enough please old duval begin seriously fear agesixtysevenwas callow immature,soon madame fleury mention offer hand fontaine look marsac suppose either friend go crazy marsacs cool demeanour prove least sane,go lot halfburned scrap old bill landaiss think contract fontaine without word hug marsac accord custom claire show evident inclination marsac give truly brotherly embrace fontaine make objection,marsac part could look speak fontaine without show affection elder younger brother,fontaine best blood province neither father mother brother sister near relative live
168,afraid stand monsieur fontaine subject brave rashness,impudent ever warrant,would mention fear fontaine soon madame fleury safely hear marsac contrive raise burst rather hollow hysterical laughter,afraid smallpox story wont judicious subterfuge fontaines reply,pg 123 monsieur duval sigh fidget burst know afraidi afraid blame let daughter monsieur fontaine see much matter still uncertain comtesse de fleury see two young people deeply love,heart impulsive nature unsophisticated see know old duvals fervent answer
169,marsac listen intently think two friends ballet prove,fontaine caper gleefully marsac read letter hand another note seem give almost equal pleasure,monsieur fontaine oblige tell porter direct wait awhile case quite ready go monsieur duval object get fontaine way moment door close upon draw chair marsacs begin seriously mop forehead anxiety know monsieur marsac always think extremely well monsieur fontaine come snug fortune mind heif daughter herepg 86 monsieur duval wink marsac grin appreciatively,happy event accomplish marsac promise fontaine rid madame fleury position ask hand claire duval fontaine grow every day passionately love although months since see,take account daughters fancy friend fontaine good character good birth fortune bring anarrangementyou understandit happiness young people would anything fontaines happiness say marsac,know matter anybody except fontaine assure two millions think monsieur fontaine feel toward daughter marsac knit brows thoughtfully
170,lady also moon nightingales flower incentives romance withdraw suggestion monsieur marsac ask withdraw monsieur duval oooh groan old duval,confidential particular widow haserbefore entangle fontainein interview marsac stop blush monsieur duval close one eye playfully poke rib,jump see quickly jump save madame fleury laugh ever decline say banteringlypg 129 could believe consider make offer refuse oh madame fleury cry marsac actually hang surely say affections engagedoror ask time considerationor young marryor something sort,marsac dare propose delphine secure charm society enslave marriage,say drown say wasnt say wife think say hope keep think hadnt heart betray poor creature say nothing hear new move wifes determine tell around corner wineshop cry drink must come pg 169 two minutes later delphine saw upper window madame schmid parade street marsac gallantly hold yellow parasol red bonnet attend duchess,madame fleury rise shake skirt place say see monsieur fontaine illsatisfied visit may pleasure escort carriage ask marsac
171,come say old man goodhumouredly havent enough old fool plato dear monsieur duval horrify pain respond marsac shock voice,cry fontaine desperately dash hand forehead suppose infernal old uncle maurice mine turn america pg 151 say marsac impossible,begin morbid apprehension real uncle maurice turn last worst saddle reputation brilliancy found upon play speech pictureall marsacs work ably sustain series powerful article sign write marsacwhich simply madden,marsac see fontaines gloomy mood begin jovially jauntily say old man good time must last night ask fontaine sulkily,course delight see unclepardon mebut man age know better monsieur duval interrupt madame fleury age one greatest charm eye yet coolly continue delphine monsieur fontaines youth objection,monsieur duval first recover voice disgust exclamation creature count say count correct marsac
172,impossible feel passionate regard man sixtyfive least old duval assume seraphic air fairly make marsacpg 134 could see perfectly ill disgust,monsieur duval first recover voice disgust exclamation creature count say count correct marsac,cry fontaine desperately dash hand forehead suppose infernal old uncle maurice mine turn america pg 151 say marsac impossible,dare say hear false report dead answer marsac put mourn go society several weeks pg 155 seem overjoy poor old man,exceedingly painful us monsieur maurice fontaines death allude flippant heartless manner monsieur maurepas sniff louder ever pursue objectionable subject,terrible dnouement wreck havoc make old man disappointment touch marsac one best hearts world
173,agree abide term agreement must cease use return destroy copy project gutenberg electronic work possession,1 unless remove reference project gutenberg 1 follow sentence active link immediate access full project gutenberg license must appear prominently whenever copy project gutenberg work work phrase project gutenberg appear phrase project gutenberg associate access display perform view copy distribute ebook use anyone anywhere unite state part world cost almost restrictions whatsoever,1 copy display perform distribute redistribute electronic work part electronic work without prominently display sentence set forth paragraph 1 active link immediate access full term project gutenberg license,1 unlink detach remove full project gutenberg license term work file contain part work work associate project gutenberg,individual work unprotected copyright law unite state locate unite state claim right prevent copy distribute perform display create derivative work base work long reference project gutenberg remove,must require user return destroy copy work possess physical medium discontinue use access copy project gutenberg work
174,rickety write lay letter bear stamp one lead theatres paris,barely shove scarcely marsac time seat meditative attitude book fontaine old duval enter greet marsacpg 81 could hear madame schmid prance corridor wrath,one fontaine run incontinently closet hide marsac ghastly pretence joke madame schmids whack sound like three give comdie franaise curtain go stalkedpg 2 dignity corridor door,time waste ill leave bill go say landais lay bill rickety go madame schmid clack angrily way downstairs,last time saw put determine air little landais assume fierce look ask bill pay,friends madamepg 13 schmid monsieur landais leave us souvenirs put use begin deftly cut bill stout paper square piece mend screen like everything else room hole
175,meanwhile marsac fontaine sight dispose trouble old duval naturally wish daughter avoid scandal might arise affair solicitous madame fleury settle,trust get fontaine delight find marsac crazy could nothing hug say marsac frighten begin talk may kill uncles aunts find kill,depend upon things go fontaines name remarkable moment footman approach hand marsac card say lady ask monsieur fontaine marsac hand card back happen see madame fleury stop cry instantly give moment think,im washerwoman ladies gentlemen implore marsac explain future day fact remain monsieur fleury old duvals face study begin stammer iidont think marry madame hopelessness situationpg 183 plain madame fleury,pg 123 monsieur duval sigh fidget burst know afraidi afraid blame let daughter monsieur fontaine see much matter still uncertain comtesse de fleury see two young people deeply love,old duval persist motive ridiculously clear every word daughter fond melun placemy daughter could scarcely persuade leave even finer house passy marsac urge apparently unwilling fontaine accept offer mention several countesses duchesses princesses acquaintance think buy place melun
